"","me_pc_lstate0","me_pc_lstate1","me_ps_lstate0","me_ps_lstate1","me_precip_lstate0","me_precip_lstate1","me_clay_lstate0","me_clay_lstate1","me_silt_lstate0","me_silt_lstate1","me_slope_lstate0","me_slope_lstate1","me_trend_lstate0","me_trend_lstate1","me_irr_lstate0","me_irr_lstate1","cons_lstate0","cons_lstate1"
"1",0.0718272279111181,0.118951504273998,-0.0180762443047765,-0.0433798764846148,-0.0429276472848058,-0.00693526331033481,0.0332652392269551,-0.31264818188511,0.00365628554597803,-0.0449357269658895,-0.00760440407531358,-0.0015637507497219,0.00510200441453026,0.012820161888598,0.309789138493162,0.250853986701252,0.669036044814573,0.372372023762393
