"","me_pc_lstate0","me_pc_lstate1","me_ps_lstate0","me_ps_lstate1","me_precip_lstate0","me_precip_lstate1","me_clay_lstate0","me_clay_lstate1","me_silt_lstate0","me_silt_lstate1","me_slope_lstate0","me_slope_lstate1","me_trend_lstate0","me_trend_lstate1","me_irr_lstate0","me_irr_lstate1","cons_lstate0","cons_lstate1"
"1",0.048677890127855,0.0806143939032982,-0.0122504164899293,-0.0293988921508358,NA,NA,NA,NA,NA,NA,NA,NA,0.00345766969347744,0.00868832742626117,NA,NA,NA,NA
