"","me_pc_lstate0","me_pc_lstate1","me_ps_lstate0","me_ps_lstate1","me_precip_lstate0","me_precip_lstate1","me_clay_lstate0","me_clay_lstate1","me_silt_lstate0","me_silt_lstate1","me_slope_lstate0","me_slope_lstate1","me_trend_lstate0","me_trend_lstate1","me_irr_lstate0","me_irr_lstate1","cons_lstate0","cons_lstate1"
"1",0.048677890127855,0.0806143939032982,-0.0122504164899293,-0.0293988921508358,-0.0290924108475073,-0.00470008351436441,0.0225441198035263,-0.211884194674738,0.00247789598745817,-0.0304533041714869,-0.00515356604772407,-0.0010597665846936,0.00345766969347744,0.00868832742626117,0.20994658971057,0.17000572416455,0.775703050584908,0.252359523021622
