"","me_pc_lstate0","me_pc_lstate1","me_ps_lstate0","me_ps_lstate1","me_precip_lstate0","me_precip_lstate1","me_clay_lstate0","me_clay_lstate1","me_silt_lstate0","me_silt_lstate1","me_slope_lstate0","me_slope_lstate1","me_trend_lstate0","me_trend_lstate1","me_irr_lstate0","me_irr_lstate1","cons_lstate0","cons_lstate1"
"1",-7.34726553462185e-17,0,2.12993517721447e-17,0,9.68189134115255e-18,0,-1.76443739258194e-16,0,-1.08677413698375e-15,0,-7.29545726024967e-18,0,2.11479175052084e-17,0,-1.41834001699635e-15,0,0.999999999999995,0
